name,prompt,negative_prompt,description,category
STYLE_90s_Retro,"1990s style, retro anime, (90s anime:1.2), old anime, vintage anime, retro artstyle, grain, vhs quality, nostalgic","modern, 4k, clean, current",90s retro anime style,STYLE
STYLE_Action_Game_Art,"dynamic pose, action game art, game character illustration, cinematic quality, (sharp rendering:1.2), vibrant colors, dramatic composition, BREAK game art aesthetic, polished game style","static, sketch, rough, low detail, flat",Action game art style,STYLE
STYLE_Anime_Classic,"anime style, traditional anime, anime aesthetic, (anime:1.3), cell shading, anime coloring, Japanese animation style","realistic, 3d, western, photograph",Classic anime style,STYLE
STYLE_Dark_Fantasy,"(dark fantasy art:1.3), dark fantasy illustration, grimdark aesthetic, gothic fantasy, dark magical realm, (dramatic dark fantasy:1.2), sinister magical, dark epic fantasy, dark world","bright, cheerful, comedy, slice of life",Dark fantasy art style. Combos: ARCHETYPE_Demon_Queen; ARCHETYPE_Witch; SCENE_Dungeon_Basement; LIGHTING_Dramatic_Shadow; RACE_Dragon_Girl.,STYLE
STYLE_Dark_Gothic,"dark aesthetic, gothic, crimson, dark colors, moody, Victorian, eerie, ominous, dark atmosphere, heavy shadows","bright, cheerful, colorful, light",Dark gothic style,STYLE
STYLE_Detailed_Realistic,"highly detailed, ultra detailed, (detailed:1.3), intricate details, realistic textures, photorealistic elements, detailed rendering","simple, minimalist, sketch, basic",Highly detailed realistic style,STYLE
STYLE_Doujin_CG,"doujin CG, visual novel art, galge style, eroge art, Japanese eroge aesthetic, CG illustration, VN style, BREAK clean rendered style, professional doujin quality","western, rough, sketch, 3d render",Doujin VN CG style,STYLE
STYLE_Hentai_Classic,"hentai style, adult anime, h-anime, erotic anime, Japanese adult animation, hentai aesthetic, lewd anime","western, non-erotic, clean",Classic hentai style,STYLE
STYLE_Impressionist,"impressionist style, loose brushwork, painterly, color dabs, soft impressionism, artistic ambiguity, blended paint, light play","sharp, detailed, digital, photograph",Impressionist art style,STYLE
STYLE_Korean_Manhwa,"(manhwa style:1.3), (korean webtoon art:1.2), manhwa illustration, korean comic art, webtoon aesthetic, k-manhwa style","anime, japanese manga, western comic",Korean manhwa / webtoon style. Different from anime aesthetic.,STYLE
STYLE_Magazine_Cover,"(magazine cover:1.3), (fashion magazine layout:1.2), cover girl, masthead space, glossy editorial, professional photography style, fashion spread, high fashion pose, studio shot aesthetic","amateur, sketch, painting, manga, messy, low quality",Magazine cover / editorial style. Combos: LIGHTING_Studio_Three_Point; CAMERA_Three_Quarter; BODY_Hourglass_Perfect; STYLE_Detailed_Realistic.,STYLE
STYLE_Modern_Glossy,"modern anime, glossy, (polished:1.2), clean lines, high quality anime, contemporary anime, smooth shading, detailed shading","rough, sketch, old, retro",Modern glossy anime style,STYLE
STYLE_Noir_BW,"(noir style:1.3), (black and white film noir:1.2), high contrast monochrome, noir shadows, detective film aesthetic, inky shadows, chiaroscuro monochrome","colored, vibrant, anime, manga",Film noir B&W — cinematic. Different from MANGA_Hentai_BW. Combos: SCENE_Alley_Street; NTR scenarios.,STYLE
STYLE_Painterly_Oil,"painterly, oil painting style, (brushstroke:1.2), thick paint texture, artistic, painted look, classical painting aesthetic, canvas texture","photograph, digital clean, anime flat",Painterly oil style,STYLE
STYLE_Pin_Up_Retro,"(pin-up art style:1.3), (retro pin-up:1.2), 1950s pin-up, american retro illustration, classic pin-up girl, cheesecake art, vintage glamour","modern anime, digital, manga",Retro pin-up art. Combos: ARCHETYPE_Cowgirl_Western; LIGHTING_Studio_Three_Point.,STYLE
STYLE_Sketch_Lineart,"sketch, (lineart:1.2), line drawing, pencil sketch, rough lines, hand-drawn, pen and ink style, expressive lines","colored, painted, photograph, 3d",Sketch lineart style,STYLE
STYLE_Soft_Pastel,"soft colors, pastel colors, gentle colors, watercolor, dreamy, soft aesthetic, muted colors, light tones, soft pastel palette","harsh colors, dark, saturated, vivid",Soft pastel style,STYLE
STYLE_Toon_Shader,"(toon shading:1.3), (cel-shaded:1.2), cartoon rendering, toon render, anime game shader, stylized cel shading, thick outline toon","realistic, photograph, painterly, sketch",Toon / cel-shaded render. Combos: STYLE_Action_Game_Art; STYLE_3D_Render.,STYLE
STYLE_Watercolor_Wash,"watercolor, (watercolor wash:1.2), wet on wet technique, color bleeding, transparent washes, soft edges, aquarelle, loose painting","digital sharp, opaque, photograph",Watercolor style,STYLE
THEME_Age_Gap,"age gap, (older male:1.3), younger adult female, mature man, age difference, experienced man, daddy, dilf, silver fox","same age, peers, young male, underage female",Age gap mature male adult female,THEME
THEME_Breeding_Impregnation,"breeding, impregnation, (creampie:1.3), insemination, getting pregnant, fertile, (cum in pussy:1.3), knocked up, pregnancy risk, mating","pull out, protection, condom, safe, barren",Breeding and impregnation,THEME
THEME_Captured_Adventurer,"(captured adventurer:1.3), (defeated heroine:1.2), dungeon prisoner, caught by monsters, failed quest, armor stripped, helpless adventurer, captured warrior","victorious, powerful, armed, winning, free",Captured adventurer/heroine scenario. Classic fantasy rape-dungeon setup. Combos: SCENE_Fantasy_Dungeon; SCENE_Monster_Lair; CLOTHES_Torn_Ripped; THEME_Non_Con.,THEME
THEME_Casual_Everyday,"everyday setting, casual context, slice of life, normal situation, mundane location, casual encounter, regular clothes initially","fantasy, medieval, sci-fi, formal",Casual everyday setting. Combos: SCENE_Office; SCENE_School_Classroom; CLOTHES_Partially_Clothed; THEME_NTR_Cheating.,THEME
THEME_Cuckquean,"(cuckquean:1.3), (female cuckold:1.2), girlfriend watching boyfriend cheat, woman watching man with another woman, jealous female observer, reverse NTR female perspective","male cuckold, standard NTR, solo",Cuckquean — female version of cuckold (woman watches her man with another). Combos: GROUP_FFM; NTR_Caught_In_Act; EXPRESSION_Crying_Smiling; NTR_POV_Watching.,THEME
THEME_Femdom,"(femdom:1.4), female domination, (dominant female:1.3), woman on top, female superiority, femdom dynamic, submissive male, male submission, dominant woman","male dom, maledom, male dominance, submissive female",Female domination theme. Combos: CLOTHES_BDSM_Dominatrix; EXPRESSION_Smug; EXPRESSION_Disapproval; ACTION_Facesitting; ARCHETYPE_Demon_Queen.,THEME
THEME_Gangbang_Multiple,"gangbang, (multiple men:1.4), (group sex:1.3), surrounded by cocks, multiple partners, many men, orgy, multiple penetration, used by many","solo, one partner, alone",Gangbang multiple partners,THEME
THEME_Incubus,"(incubus:1.3), (male demon seducer:1.2), demon male, incubus attack, dark male seducer, demonic male, seducing demon man","female demon, succubus, angel",Incubus — male demon counterpart to Succubus. Combos: THEME_Corruption_By_Magic; SCENE_Bedroom.,THEME
THEME_Interracial_Asian,"(interracial:1.3), (asian female:1.2), japanese girl with foreign male, asian girl interracial, east asian features, skin contrast with dark male, petite asian, pale asian skin against dark skin","same race, white male, solo",Interracial — Asian female focus. Combos: THEME_Interracial_BBC; BODY_Petite_Small; THEME_Size_Difference; ARCHETYPE_Schoolgirl.,THEME
THEME_Interracial_BBC,"interracial, (BBC:1.4), (black male:1.3), dark skin male, (skin contrast:1.2), huge black cock, ebony dick, dark skin on light skin, interracial sex","same race, white male, solo female, no male",Interracial BBC base theme. For dedicated male body use BODY_Male_BBC. Combos: THEME_QoS_Tattoo; THEME_Skin_Contrast; THEME_Snowbunny; THEME_Raceplay; ACTION_Cock_Worship.,THEME
THEME_Interracial_Elf,"(interracial:1.3), (elf female with orc:1.2), elf girl captured, interspecies sex, elf maiden defiled, noble elf corrupted, fantasy interracial, elf with monster","same race, elf male, solo",Fantasy interracial — elf + orc/monster. Classic fantasy corruption trope. Combos: RACE_Elf_Female; RACE_Orc_Male; THEME_Non_Con; SCENE_Fantasy_Dungeon.,THEME
THEME_Lesbian_Yuri,"(yuri:1.3), (lesbian:1.3), girls love, GL, female x female, girl on girl, wlw, sapphic, female homosexual, two women in love, female couple","male, boy, hetero, straight",Lesbian/yuri theme. Combos: GROUP_Lesbian_Couple; ACTION_Lesbian_Kiss; ACTION_Lesbian_Tribbing; LIGHTING_Soft_Warm.,THEME
THEME_Monster_Breeding,"(monster breeding:1.4), (bred by monster:1.3), monster mating, creature insemination, monster impregnation, used as breeding vessel, breeding stock for monsters, monster seed","human partner, romance, consensual, vanilla",Monster breeding / forced mating. Combos: THEME_Monster_Tentacle; ACTION_Oviposition; SCENE_Breeding_Chamber; STATE_Egg_Stuffed.,THEME
THEME_Monster_Girl,"(monster girl theme:1.3), (monstrous female:1.2), creature girl encounter, fantasy monster female, inhuman girl, unusual creature female","human only, normal girl",Monster girl general theme. Combos: RACE_Slime_Girl; RACE_Centaur_Girl; FURRY_Snake_Naga.,THEME
THEME_Monster_Tentacle,"tentacles, (tentacle sex:1.4), (tentacle creature:1.3), multiple tentacles, tentacle penetration, wrapped in tentacles, slimy tentacles, prehensile tentacles, tentacle monster, writhing appendages","human only, no monsters, no tentacles, clean",Tentacle monster theme — base for all tentacle content. Combos: ACTION_Tentacle_* for specific acts; SCENE_Fantasy_Dungeon; SCENE_Breeding_Chamber; RACE_Plant_Girl (own vines). Stacks with all tentacle ACTION styles.,THEME
THEME_Office_Romance,"(office romance:1.3), (workplace affair:1.2), coworker sex, secret office relationship, after hours office, supervisor subordinate","outdoor, casual, street",Office romance theme. Combos: SCENE_Office; ARCHETYPE_Office_Lady; ARCHETYPE_Teacher.,THEME
THEME_Prostitution,"(prostitution:1.3), sex work, selling sex, client and worker, transaction sex, paid sex, red light district, commercial sex, brothel","romantic, love, vanilla, faithful",Prostitution theme. Combos: ARCHETYPE_Prostitute; SCENE_Alley_Street; LIGHTING_Neon_Colorful; THEME_Public_Exhibition.,THEME
THEME_Public_Exhibition,"public sex, (exhibitionism:1.3), outdoor, public place, risky, voyeurism, watched by others, onlookers, exposed in public, street","private, bedroom, alone, hidden",Public exhibition,THEME
THEME_Public_Use,"(public use:1.4), (free use:1.3), communal use, public property, available to all, public sex object, free to use, used by strangers, public cumdump","private, exclusive, romantic, vanilla, solo",Public use / free use — more degradation-focused than THEME_Public_Exhibition. Combos: POSE_Stuck_In_Wall; THEME_Gangbang_Multiple; ACTION_Body_Writing; FLUIDS_Excessive_Cum.,THEME
THEME_QoS_Clothing,"queen of spades clothing, spade accessories, (spade jewelry:1.2), spade choker, spade anklet, QoS shirt, revealing outfit, provocative wear","modest, conservative, plain clothing",QoS themed clothing,THEME
THEME_QoS_Lifestyle,"queen of spades lifestyle, (BBC only:1.3), size queen, blacked, interracial preference, snowbunny, hotwife, cuckold, cheating wife, (wedding ring:1.2), corrupted wife","faithful, vanilla, monogamous, virgin",QoS lifestyle and corruption,THEME
THEME_QoS_Tattoo,"(queen of spades tattoo:1.5), (spade tattoo:1.4), (black spade symbol:1.3), spade mark, QoS tattoo, branded, permanent tattoo, spade on ass, spade on breast","no tattoo, clean skin, unmarked",Queen of Spades tattoo theme,THEME
THEME_QoS_Womb_Tattoo,"(womb tattoo:1.5), (uterus tattoo:1.4), tattoo on lower abdomen, pelvic tattoo, spade womb tattoo, breeding mark tattoo, womb mark, lower belly tattoo, pubic tattoo","no tattoo, clean belly, unmarked, back tattoo",Womb tattoo — lower abdomen/pelvic area. Can be QoS spade or general breeding mark. Combos: THEME_QoS_Tattoo; THEME_Breeding_Impregnation; CAMERA_Pussy_Focus.,THEME
THEME_Raceplay,"(raceplay:1.3), (racial domination:1.2), racial power dynamic, racial degradation, ownership marks, racial submission, race-based humiliation","equal, respectful, vanilla, no race element",Raceplay — racial power dynamic / degradation element. Combos: ACTION_Body_Writing; THEME_Maledom; THEME_BDSM_Submission; THEME_Interracial_BBC.,THEME
THEME_Sacrifice_Ritual,"(ritual sacrifice:1.3), (summoning ritual:1.2), magic circle, arcane symbols, ritual altar, offering to monster, dark ceremony, occult ritual, demonic summoning, virgin sacrifice","modern, casual, no magic, science",Ritual sacrifice / dark summoning. Combos: SCENE_Church; SCENE_Fantasy_Dungeon; THEME_Corruption_By_Magic; LIGHTING_Candlelight.,THEME
THEME_Size_Difference,"(size difference:1.4), height difference, large partner, small girl, huge male, petite female, size contrast, massive size gap","same size, proportional",Extreme size difference,THEME
THEME_Skin_Contrast,"(skin contrast:1.4), (dark skin on light skin:1.3), color contrast, ebony and ivory, dark hands on pale body, stark skin tone difference, contrasting skin colors touching","same skin tone, no contrast, solo",Skin contrast emphasis — purely visual dark/light interplay. Works with any interracial combo. Combos: THEME_Interracial_BBC; LIGHTING_Dramatic_Shadow; CAMERA_Breast_Focus.,THEME
THEME_Snowbunny,"(snowbunny:1.3), (white girl BBC:1.2), pale skin female with dark male, innocent white girl corrupted, interracial contrast, fair skin against dark skin, vanilla girl turned","same race, dark skin female, no contrast",Snowbunny — pale-skin female + dark male emphasis. More innocent/corruption angle than QoS (which is lifestyle). Combos: THEME_Interracial_BBC; THEME_Corruption_Moral; BODY_Petite_Small.,THEME
THEME_Striptease,"(striptease theme:1.3), erotic dance, exotic dancing, strip show, lap dance, erotic performance, table dance, private dance, sensual striptease atmosphere","static, clothed, no movement",Striptease performance theme. Combos: SCENE_Strip_Club; ACTION_Striptease; ACTION_Pole_Dance; LIGHTING_Neon_Colorful.,THEME
THEME_Student_Teacher,"(student teacher:1.3), (sensei student:1.2), teacher student affair, classroom seduction, sensei kankei, professor student, forbidden teacher relationship","peer, coworker, strangers",Student-teacher theme. Combos: ARCHETYPE_Teacher; ARCHETYPE_Schoolgirl; SCENE_School_Classroom.,THEME
THEME_Symbiote,"(symbiote:1.4), (living suit:1.3), symbiotic creature, body-bonding organism, parasitic suit, alien symbiote, living armor, second skin creature, biomechanical suit merging with body","normal clothes, human, no creature, solo",Symbiote / living suit bonding. Combos: THEME_Corruption_Physical; CLOTHES_Bodysuit_Tight (organic version); RACE_Alien_Girl.,THEME
THEME_Teasing,"(teasing:1.3), flirting, provocative tease, (not yet:1.2), holding back, slow burn, taunting, playful denial, refusing, teasing expression","explicit, completed, penetration",Teasing/implied theme. Great for borderline content. Combos: EXPRESSION_Smug; CLOTHES_Partially_Clothed; CAMERA_POV.,THEME
THEME_Transformation_Monster,"(monster transformation:1.4), (transforming into monster:1.3), partial transformation, mid-transformation, human becoming creature, scales growing, tentacles emerging from body, corruption transformation","fully human, no change, static, normal body",Mid-transformation into monster — partial human/creature state. Combos: THEME_Corruption_Physical; THEME_Corruption_By_Magic; RACE_Slime_Girl.,THEME
THEME_Vanilla_Romance,"(vanilla:1.2), romantic, loving, consensual, tender, sweet, gentle sex, romantic lovemaking, intimate couple, affectionate, caring","rough, forced, BDSM, painful, degrading",Vanilla romantic theme. Combos: LIGHTING_Soft_Warm; SCENE_Bedroom; POSE_Missionary; EXPRESSION_Smug → avoid.,THEME
THEME_Virginity,"(defloration:1.3), (first time:1.2), virginity loss, first experience, maiden first sex, sexual debut, first penetration","experienced, repeat, casual",Virginity / defloration theme. Combos: STATE_Crying_Tears; STATE_Blushing_Flushed; EXPRESSION_Fear.,THEME
THEME_Vore_Absorption,"(vore:1.3), (absorption:1.2), being swallowed, engulfed by creature, sinking into slime, partially absorbed, half swallowed, consumed by monster, inside creature","free, outside, separate, normal",Vore / absorption — being consumed/engulfed by creature. Combos: RACE_Slime_Girl; THEME_Monster_Tentacle; STATE_Slime_Covered.,THEME
